Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_14_segment_1_LtTemporal_1	1: RTSTRUCT: ANON_14_segment_2_RtCerebellar_1	1: RTSTRUCT: ANON_14_segment_3_LtOccipital_1
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4	1.23.4	1.23.4
log-sigma-1-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.4089409838724322	0.7975045236949999	0.7492135965547697
log-sigma-1-0-mm-3D	glrlm	RunPercentage	0.5272620823811592	0.890909090909091	0.863076923076923
log-sigma-1-0-mm-3D	glrlm	RunVariance	2.84960737458559	0.10124773815250006	0.1620061513915689
log-sigma-1-0-mm-3D	glrlm	ShortRunEmphasis	0.6590844140502139	0.8988095238095237	0.8864557573674937
log-sigma-1-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	15.310089252604751	3.0408098845598843	11.207144175535506
log-sigma-1-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.03970393660731385	0.489411726390893	0.13893290461676672
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformity	33.46153846153846	1.5	2.0
log-sigma-1-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.21449704142011836	0.375	0.2
log-sigma-1-0-mm-3D	glszm	GrayLevelVariance	2.5448307034845494	0.5	2.01
log-sigma-1-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	32.86538461538461	4.5	15.7
log-sigma-1-0-mm-3D	glszm	LargeAreaEmphasis	123808.82051282052	8.5	52.2
log-sigma-1-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	2963144.5384615385	16.5	448.6
log-sigma-1-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	5505.545341944945	6.777777777777778	8.166722222222223
log-sigma-1-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.06018758559929195	0.4027777777777778	0.17675000000000002
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformity	35.48717948717949	1.5	1.8
log-sigma-1-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.2274819197896121	0.375	0.18
log-sigma-1-0-mm-3D	glszm	SmallAreaEmphasis	0.4814146761853523	0.385	0.2972988478486881
log-sigma-1-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	16.092161721786805	2.76	4.344481050756537
log-sigma-1-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.021894642006079882	0.06902777777777777	0.04549675383175211
log-sigma-1-0-mm-3D	glszm	ZoneEntropy	4.9100717921885915	1.4999999999999991	3.1219280948873593
log-sigma-1-0-mm-3D	glszm	ZonePercentage	0.019150503314510188	0.4	0.2
log-sigma-1-0-mm-3D	glszm	ZoneVariance	121082.10634451019	2.25	27.200000000000003
log-sigma-1-0-mm-3D	gldm	DependenceEntropy	6.2129071109132115	1.3609640474436802	3.9109521314928344
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformity	354.79450036827893	4.2	7.72
log-sigma-1-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.043554443944055846	0.42	0.1544
log-sigma-1-0-mm-3D	gldm	DependenceVariance	41.223337483993475	2.64	5.4464
log-sigma-1-0-mm-3D	gldm	GrayLevelNonUniformity	2520.8671740731647	4.2	12.44
log-sigma-1-0-mm-3D	gldm	GrayLevelVariance	0.9437805471215864	0.44	1.44
log-sigma-1-0-mm-3D	gldm	HighGrayLevelEmphasis	23.71961698993371	3.0	11.68
log-sigma-1-0-mm-3D	gldm	LargeDependenceEmphasis	217.87895899828138	14.2	26.24
log-sigma-1-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	5346.9545789344465	19.8	189.28
log-sigma-1-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	9.70623689241635	12.911111111111111	5.095577777777778
log-sigma-1-0-mm-3D	gldm	LowGrayLevelEmphasis	0.05242516262945512	0.611111111111111	0.1623666666666667
log-sigma-1-0-mm-3D	gldm	SmallDependenceEmphasis	0.02533905214938313	0.22000000000000003	0.12182058453010834
log-sigma-1-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.7081032185934284	1.3199999999999998	1.7726175988914088
log-sigma-1-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.00141608506009955	0.05611111111111111	0.019218402777777775
log-sigma-1-0-mm-3D	ngtdm	Busyness	15.551287941897405	1.1858333333333333	0.5289134322339705
log-sigma-1-0-mm-3D	ngtdm	Coarseness	0.001107637648164658	0.42164441321152496	0.14236962086825355
log-sigma-1-0-mm-3D	ngtdm	Complexity	16.047635529014844	1.8690370370370375	8.57179957482649
log-sigma-1-0-mm-3D	ngtdm	Contrast	0.011752681327797589	0.09753333333333336	0.06561929481045269
log-sigma-1-0-mm-3D	ngtdm	Strength	0.03776729021964716	1.1428571428571428	1.561296876108462
log-sigma-2-0-mm-3D	firstorder	10Percentile	-68.64649200439453	-19.87073860168457	-46.90705451965332
log-sigma-2-0-mm-3D	firstorder	90Percentile	-4.921774387359619	-8.151621866226197	-2.1443965196609387
log-sigma-2-0-mm-3D	firstorder	Energy	569355941.4903021	809440.6369147361	3842540.872729529
log-sigma-2-0-mm-3D	firstorder	Entropy	2.0638540712410194	-3.203426503814917e-16	1.7186097347933957
log-sigma-2-0-mm-3D	firstorder	InterquartileRange	36.86663770675659	7.5522894859313965	20.15642547607422
log-sigma-2-0-mm-3D	firstorder	Kurtosis	2.680712457700024	1.8335377632676852	4.142646955868072
log-sigma-2-0-mm-3D	firstorder	Maximum	60.07178497314453	-7.340101718902588	37.72145080566406
log-sigma-2-0-mm-3D	firstorder	MeanAbsoluteDeviation	20.388086079010353	4.565192737579347	15.00996579055786
log-sigma-2-0-mm-3D	firstorder	Mean	-36.80213057179175	-15.538713502883912	-23.505230793952943
log-sigma-2-0-mm-3D	firstorder	Median	-37.125694274902344	-17.69605255126953	-26.00037384033203
log-sigma-2-0-mm-3D	firstorder	Minimum	-112.72054290771484	-23.43514633178711	-56.429344177246094
log-sigma-2-0-mm-3D	firstorder	Range	172.79232788085938	16.09504461288452	94.15079498291016
log-sigma-2-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	14.928477244531974	3.6851672530174255	9.436852008998391
log-sigma-2-0-mm-3D	firstorder	RootMeanSquared	264.37459880124857	284.50670236652354	277.2197998963829
log-sigma-2-0-mm-3D	firstorder	Skewness	-0.19369163720740382	0.3008821506319576	1.0053384139846757
log-sigma-2-0-mm-3D	firstorder	TotalEnergy	569355941.4903021	809440.6369147361	3842540.872729529
log-sigma-2-0-mm-3D	firstorder	Uniformity	0.27220211860286814	1.0	0.3648
log-sigma-2-0-mm-3D	firstorder	Variance	620.810019772995	25.840175879256652	401.4600562853637
log-sigma-2-0-mm-3D	glcm	Autocorrelation	16.74050955562757	1.0	5.6526604438444386
log-sigma-2-0-mm-3D	glcm	JointAverage	3.992564790275713	1.0	2.334455372084385
log-sigma-2-0-mm-3D	glcm	ClusterProminence	36.7021303321742	0.0	11.34568007818222
log-sigma-2-0-mm-3D	glcm	ClusterShade	-1.184423647855647	0.0	2.129698759948045
log-sigma-2-0-mm-3D	glcm	ClusterTendency	3.7176483537549245	0.0	1.4019783564034727
log-sigma-2-0-mm-3D	glcm	Contrast	0.5180394771520307	0.0	0.6094393255215372
log-sigma-2-0-mm-3D	glcm	Correlation	0.7555233231411067	1.0	0.3376516550190208
log-sigma-2-0-mm-3D	glcm	DifferenceAverage	0.4454514954388615	0.0	0.5426236850216862
log-sigma-2-0-mm-3D	glcm	DifferenceEntropy	1.1349391792191437	-3.2034265038149176e-16	1.1030829234943023
log-sigma-2-0-mm-3D	glcm	DifferenceVariance	0.3137782681300576	0.0	0.30278288324411096
log-sigma-2-0-mm-3D	glcm	JointEnergy	0.12154525063608666	1.0	0.22344330640350168
log-sigma-2-0-mm-3D	glcm	JointEntropy	3.499657467106333	-3.2034265038149176e-16	2.5590370406860545
log-sigma-2-0-mm-3D	glcm	Imc1	-0.3113193731309841	0.0	-0.21604732770649007
log-sigma-2-0-mm-3D	glcm	Imc2	0.8442463136900872	0.0	0.6446985592843799
log-sigma-2-0-mm-3D	glcm	Idm	0.7845254762445895	1.0	0.7353697215391419
log-sigma-2-0-mm-3D	glcm	Idmn	0.9921449576851684	1.0	0.9770917153884278
log-sigma-2-0-mm-3D	glcm	Id	0.78880799960551	1.0	0.7398240975724655
log-sigma-2-0-mm-3D	glcm	Idn	0.9512980920078159	1.0	0.9111535677463821
log-sigma-2-0-mm-3D	glcm	InverseVariance	0.3872127576360759	0.0	0.48415999958431666
log-sigma-2-0-mm-3D	glcm	MaximumProbability	0.20147409161924415	1.0	0.37712307383851434
log-sigma-2-0-mm-3D	glcm	SumEntropy	2.9145091140787796	-3.2034265038149176e-16	1.9556202959705336
log-sigma-2-0-mm-3D	glcm	SumSquares	1.0589219577267388	0.0	0.5028544204812524
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformity	1019.9992767050451	7.545454545454546	12.914249556038584
log-sigma-2-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.2682596064850318	1.0	0.3375348000145277
log-sigma-2-0-mm-3D	glrlm	GrayLevelVariance	1.1088008400692557	0.0	0.8258559286390762
log-sigma-2-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	16.768086676248675	1.0	7.864047592149253
log-sigma-2-0-mm-3D	glrlm	LongRunEmphasis	8.556827492797431	2.2495670995670998	2.074097064352847
log-sigma-2-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	154.78291786567206	2.2495670995670998	13.717617598458276
log-sigma-2-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	0.6332230533830383	2.2495670995670998	0.45902484452849407
log-sigma-2-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.08932335977080583	1.0	0.22341669380916077
log-sigma-2-0-mm-3D	glrlm	RunEntropy	4.162352218260439	0.8650685137099611	2.5060585547094383
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformity	1332.1038197089933	4.862337662337662	23.202344798804535
log-sigma-2-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3418058969709926	0.6263825328111042	0.5985184042878664
log-sigma-2-0-mm-3D	glrlm	RunPercentage	0.466817125913615	0.7545454545454546	0.7646153846153846
log-sigma-2-0-mm-3D	glrlm	RunVariance	3.625748840023804	0.3139825121967979	0.30526378143625077
log-sigma-2-0-mm-3D	glrlm	ShortRunEmphasis	0.5944101323487249	0.7703403078403078	0.7900985430059395
log-sigma-2-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	10.105828661859247	0.7703403078403078	6.7066110368937055
log-sigma-2-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.05393138259618489	0.7703403078403078	0.17718522757105695
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformity	22.285714285714285	1.0	1.3333333333333333
log-sigma-2-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3183673469387755	1.0	0.2222222222222222
log-sigma-2-0-mm-3D	glszm	GrayLevelVariance	2.069591836734694	0.0	2.2222222222222223
log-sigma-2-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	27.5	1.0	9.333333333333334
log-sigma-2-0-mm-3D	glszm	LargeAreaEmphasis	244697.25714285715	100.0	151.33333333333334
log-sigma-2-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	4138793.3571428573	100.0	935.6666666666666
log-sigma-2-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	16981.186046991417	100.0	29.68060185185185
log-sigma-2-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.10052828393262066	1.0	0.4106018518518519
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformity	9.685714285714285	1.0	1.3333333333333333
log-sigma-2-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.1383673469387755	1.0	0.2222222222222222
log-sigma-2-0-mm-3D	glszm	SmallAreaEmphasis	0.32015348425957296	0.01	0.26929525889697437
log-sigma-2-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	9.3173652529774	0.01	1.5517116603955305
log-sigma-2-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.01913493594318893	0.01	0.2112874702079822
log-sigma-2-0-mm-3D	glszm	ZoneEntropy	4.7069274819072655	-3.203426503814917e-16	2.5849625007211543
log-sigma-2-0-mm-3D	glszm	ZonePercentage	0.00859317456420329	0.1	0.12
log-sigma-2-0-mm-3D	glszm	ZoneVariance	231154.947755102	0.0	81.88888888888889
log-sigma-2-0-mm-3D	gldm	DependenceEntropy	6.429250540368079	2.4464393446710138	4.096174630069635
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformity	364.8455683771176	2.0	4.24
log-sigma-2-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.04478830940057913	0.2	0.0848
log-sigma-2-0-mm-3D	gldm	DependenceVariance	38.70790078369053	3.24	18.1856
log-sigma-2-0-mm-3D	gldm	GrayLevelNonUniformity	2217.358458138964	10.0	18.24
log-sigma-2-0-mm-3D	gldm	GrayLevelVariance	1.0430833730526412	0.0	0.7263999999999999
log-sigma-2-0-mm-3D	gldm	HighGrayLevelEmphasis	17.170022096734595	1.0	7.28
log-sigma-2-0-mm-3D	gldm	LargeDependenceEmphasis	259.60937883623865	44.2	68.88
log-sigma-2-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	4739.126319666094	44.2	324.52
log-sigma-2-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	18.823389235072455	44.2	16.117372222222222
log-sigma-2-0-mm-3D	gldm	LowGrayLevelEmphasis	0.08314020455346391	1.0	0.22257222222222223
log-sigma-2-0-mm-3D	gldm	SmallDependenceEmphasis	0.014842784058287328	0.030999149659863952	0.07791531836201324
log-sigma-2-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.32333794382725894	0.030999149659863952	0.6457237734480529
log-sigma-2-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0011213323405295545	0.030999149659863952	0.03490487125716998
log-sigma-2-0-mm-3D	ngtdm	Busyness	17.958868704890566	0.0	0.6032636395476226
log-sigma-2-0-mm-3D	ngtdm	Coarseness	0.001429744135666972	1000000.0	0.1438932331818466
log-sigma-2-0-mm-3D	ngtdm	Complexity	9.67770282633766	0.0	4.210776980471775
log-sigma-2-0-mm-3D	ngtdm	Contrast	0.012792411113349559	0.0	0.03254199380769214
log-sigma-2-0-mm-3D	ngtdm	Strength	0.03733626911776139	0.0	1.3036005184775286
log-sigma-3-0-mm-3D	firstorder	10Percentile	-85.97927474975586	-3.14150710105896	-21.64363651275635
log-sigma-3-0-mm-3D	firstorder	90Percentile	-21.41957378387451	2.343715357780456	-2.548520755767821
log-sigma-3-0-mm-3D	firstorder	Energy	497864482.7118645	897855.3495574829	4169910.6205321033
log-sigma-3-0-mm-3D	firstorder	Entropy	2.092991965456749	0.970950594454668	0.7221707506876501
log-sigma-3-0-mm-3D	firstorder	InterquartileRange	35.28188705444336	1.9184328019618988	10.95759379863739
log-sigma-3-0-mm-3D	firstorder	Kurtosis	2.6732059323923845	2.590183107400906	3.201010335963704
log-sigma-3-0-mm-3D	firstorder	Maximum	30.724014282226562	3.5801637172698975	3.5885725021362305
log-sigma-3-0-mm-3D	firstorder	MeanAbsoluteDeviation	20.16420061187517	1.8137200355529786	7.114505976295472
log-sigma-3-0-mm-3D	firstorder	Mean	-54.025266752294556	-0.36633554100990295	-11.342911286354065
log-sigma-3-0-mm-3D	firstorder	Median	-54.20997619628906	0.12096360325813293	-8.541603088378906
log-sigma-3-0-mm-3D	firstorder	Minimum	-124.78085327148438	-4.738905906677246	-36.02809143066406
log-sigma-3-0-mm-3D	firstorder	Range	155.50486755371094	8.319069623947144	39.61666393280029
log-sigma-3-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	14.49643891166113	1.2139516193419695	5.073049671649931
log-sigma-3-0-mm-3D	firstorder	RootMeanSquared	247.219867707727	299.6423450644923	288.78748658943323
log-sigma-3-0-mm-3D	firstorder	Skewness	-0.08639649668835889	-0.20010601718129625	-0.6831848679461301
log-sigma-3-0-mm-3D	firstorder	TotalEnergy	497864482.7118645	897855.3495574829	4169910.6205321033
log-sigma-3-0-mm-3D	firstorder	Uniformity	0.26659306111778236	0.52	0.7495999999999999
log-sigma-3-0-mm-3D	firstorder	Variance	614.0935931461878	5.202078625619924	75.29754600441332
log-sigma-3-0-mm-3D	glcm	Autocorrelation	11.367253062385968	2.733333333333333	3.871462633954638
log-sigma-3-0-mm-3D	glcm	JointAverage	3.251003979396181	1.6401515151515154	1.963273003782883
log-sigma-3-0-mm-3D	glcm	ClusterProminence	35.80837529144476	0.19129577020202018	0.4054481334917718
log-sigma-3-0-mm-3D	glcm	ClusterShade	-0.6792246241710954	-0.00178872053872051	-0.1024934841769035
log-sigma-3-0-mm-3D	glcm	ClusterTendency	3.6638036882338025	0.2412878787878788	0.23855242195086676
log-sigma-3-0-mm-3D	glcm	Contrast	0.47182514774606293	0.3742424242424242	0.1737057908690472
log-sigma-3-0-mm-3D	glcm	Correlation	0.7716411875258113	0.11428571428571445	0.13846004839909756
log-sigma-3-0-mm-3D	glcm	DifferenceAverage	0.4176480310596412	0.3742424242424242	0.1737057908690472
log-sigma-3-0-mm-3D	glcm	DifferenceEntropy	1.0886819621530994	0.38982670195545077	0.6229046326115706
log-sigma-3-0-mm-3D	glcm	DifferenceVariance	0.2914320171215617	0.0921969696969697	0.13454327146658335
log-sigma-3-0-mm-3D	glcm	JointEnergy	0.12635639629556808	0.6000378787878787	0.671876431271685
log-sigma-3-0-mm-3D	glcm	JointEntropy	3.436531077738574	0.9277054898342385	1.0417565871589214
log-sigma-3-0-mm-3D	glcm	Imc1	-0.33201073302228007	-0.35892253961600457	-0.10659008230040737
log-sigma-3-0-mm-3D	glcm	Imc2	0.8555147701527374	0.4753368214959584	0.28280725169581583
log-sigma-3-0-mm-3D	glcm	Idm	0.7965936961388216	0.8128787878787879	0.9131471045654764
log-sigma-3-0-mm-3D	glcm	Idmn	0.9906961972953796	0.9251515151515153	0.9826294209130952
log-sigma-3-0-mm-3D	glcm	Id	0.7999823569467981	0.8128787878787879	0.9131471045654764
log-sigma-3-0-mm-3D	glcm	Idn	0.9485390178391525	0.8752525252525252	0.9565735522827381
log-sigma-3-0-mm-3D	glcm	InverseVariance	0.3723505531306931	0.3742424242424242	0.1737057908690472
log-sigma-3-0-mm-3D	glcm	MaximumProbability	0.2418726858286296	0.6348484848484849	0.8079235903078453
log-sigma-3-0-mm-3D	glcm	SumEntropy	2.9022451211208464	0.5534630655918144	0.8680507962898749
log-sigma-3-0-mm-3D	glcm	SumSquares	1.0339072089949664	0.15388257575757577	0.10306455320497848
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformity	935.6321034650275	4.474675324675325	19.489336941420866
log-sigma-3-0-mm-3D	glrlm	GrayLevelNonUniformityNormalized	0.25582669891183707	0.5305530646602075	0.6399793441353925
log-sigma-3-0-mm-3D	glrlm	GrayLevelVariance	1.1726778957581918	0.23472346766989627	0.21470793301338878
log-sigma-3-0-mm-3D	glrlm	HighGrayLevelRunEmphasis	13.179177842960302	2.773701298701299	4.142770314938724
log-sigma-3-0-mm-3D	glrlm	LongRunEmphasis	9.167091061212032	1.6504329004329004	3.8644617684619487
log-sigma-3-0-mm-3D	glrlm	LongRunHighGrayLevelEmphasis	108.12343228508318	4.704978354978355	15.480468773100144
log-sigma-3-0-mm-3D	glrlm	LongRunLowGrayLevelEmphasis	1.2746764966320174	0.8867965367965368	1.0835910643785136
log-sigma-3-0-mm-3D	glrlm	LowGrayLevelRunEmphasis	0.1353534492537175	0.5565746753246753	0.3239431916882617
log-sigma-3-0-mm-3D	glrlm	RunEntropy	4.258652308260431	1.3321341554263333	2.2006550798259963
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformity	1198.4038210662966	6.461760461760462	13.419045352458168
log-sigma-3-0-mm-3D	glrlm	RunLengthNonUniformityNormalized	0.3183094659058628	0.7446775006298817	0.42667255550177985
log-sigma-3-0-mm-3D	glrlm	RunPercentage	0.4487431301818731	0.8454545454545456	0.606153846153846
log-sigma-3-0-mm-3D	glrlm	RunVariance	3.7549550189553136	0.15549056322865848	0.8032602867363626
log-sigma-3-0-mm-3D	glrlm	ShortRunEmphasis	0.5687961491083715	0.8518217893217893	0.6287750450061357
log-sigma-3-0-mm-3D	glrlm	ShortRunHighGrayLevelEmphasis	8.311072063504934	2.3486020923520923	2.68790764888486
log-sigma-3-0-mm-3D	glrlm	ShortRunLowGrayLevelEmphasis	0.06564018186187252	0.4776267135642136	0.22025384529610442
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformity	16.095238095238095	1.0	1.5
log-sigma-3-0-mm-3D	glszm	GrayLevelNonUniformityNormalized	0.3832199546485261	0.5	0.375
log-sigma-3-0-mm-3D	glszm	GrayLevelVariance	1.451814058956916	0.25	0.6875
log-sigma-3-0-mm-3D	glszm	HighGrayLevelZoneEmphasis	26.69047619047619	2.5	5.75
log-sigma-3-0-mm-3D	glszm	LargeAreaEmphasis	400054.2380952381	26.0	467.5
log-sigma-3-0-mm-3D	glszm	LargeAreaHighGrayLevelEmphasis	4549277.333333333	80.0	1864.25
log-sigma-3-0-mm-3D	glszm	LargeAreaLowGrayLevelEmphasis	44145.083374500595	12.5	119.70138888888889
log-sigma-3-0-mm-3D	glszm	LowGrayLevelZoneEmphasis	0.07160322859302451	0.625	0.3680555555555556
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformity	6.523809523809524	1.0	1.0
log-sigma-3-0-mm-3D	glszm	SizeZoneNonUniformityNormalized	0.15532879818594103	0.5	0.25
log-sigma-3-0-mm-3D	glszm	SmallAreaEmphasis	0.37072222946039435	0.04513888888888889	0.3282602082206598
log-sigma-3-0-mm-3D	glszm	SmallAreaHighGrayLevelEmphasis	10.599047192515794	0.08680555555555555	2.8286658328826393
log-sigma-3-0-mm-3D	glszm	SmallAreaLowGrayLevelEmphasis	0.013902116193170657	0.034722222222222224	0.05038102427738718
log-sigma-3-0-mm-3D	glszm	ZoneEntropy	4.246151577840237	0.9999999999999993	1.9999999999999987
log-sigma-3-0-mm-3D	glszm	ZonePercentage	0.005155904738521974	0.2	0.08
log-sigma-3-0-mm-3D	glszm	ZoneVariance	362436.7120181406	1.0	311.25
log-sigma-3-0-mm-3D	gldm	DependenceEntropy	6.416295150344711	1.5219280948873615	4.143981820580899
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformity	380.83329241345444	6.8	3.44
log-sigma-3-0-mm-3D	gldm	DependenceNonUniformityNormalized	0.04675095659384415	0.68	0.0688
log-sigma-3-0-mm-3D	gldm	DependenceVariance	36.26742461976611	0.64	30.022400000000005
log-sigma-3-0-mm-3D	gldm	GrayLevelNonUniformity	2171.6670758654554	5.2	37.48
log-sigma-3-0-mm-3D	gldm	GrayLevelVariance	1.0806075399432973	0.24	0.1396
log-sigma-3-0-mm-3D	gldm	HighGrayLevelEmphasis	12.243064080530322	2.8	4.06
log-sigma-3-0-mm-3D	gldm	LargeDependenceEmphasis	271.3584581389639	20.0	156.36
log-sigma-3-0-mm-3D	gldm	LargeDependenceHighGrayLevelEmphasis	3109.882396268107	60.8	622.5
log-sigma-3-0-mm-3D	gldm	LargeDependenceLowGrayLevelEmphasis	40.52236953309026	9.8	40.025
log-sigma-3-0-mm-3D	gldm	LowGrayLevelEmphasis	0.1433276845806659	0.55	0.3016666666666667
log-sigma-3-0-mm-3D	gldm	SmallDependenceEmphasis	0.011591172840165807	0.05555555555555556	0.0443161370720574
log-sigma-3-0-mm-3D	gldm	SmallDependenceHighGrayLevelEmphasis	0.22497249940954184	0.14722222222222223	0.31226454828822964
log-sigma-3-0-mm-3D	gldm	SmallDependenceLowGrayLevelEmphasis	0.0010278846922135477	0.03263888888888889	0.010662367601347684
log-sigma-3-0-mm-3D	ngtdm	Busyness	24.199074416988203	1.0041666666666667	0.5598503391896599
log-sigma-3-0-mm-3D	ngtdm	Coarseness	0.0016297637604873933	0.6224066390041495	0.2722853121976984
log-sigma-3-0-mm-3D	ngtdm	Complexity	6.5092587853318875	0.3213333333333333	0.5156325648706155
log-sigma-3-0-mm-3D	ngtdm	Contrast	0.016262024636876513	0.07803809523809524	0.008584286626433993
log-sigma-3-0-mm-3D	ngtdm	Strength	0.029991053865204103	0.6150842079570418	0.5247292946621768
log-sigma-4-0-mm-3D	firstorder	10Percentile	-104.56278228759766	-0.5607044398784637	-17.048377418518065
log-sigma-4-0-mm-3D	firstorder	90Percentile	-31.111936569213867	5.692202806472778	-0.3299502849578834
log-sigma-4-0-mm-3D	firstorder	Energy	446039277.3049651	914381.2788432359	4273820.898964046
log-sigma-4-0-mm-3D	firstorder	Entropy	2.240856607395914	0.881290899230692	0.607363555885166
log-sigma-4-0-mm-3D	firstorder	InterquartileRange	38.990721702575684	4.157892659306526	10.15428364276886
log-sigma-4-0-mm-3D	firstorder	Kurtosis	2.8140184265094	2.1589307433437903	2.619161166024728
log-sigma-4-0-mm-3D	firstorder	Maximum	44.70186233520508	6.629858016967773	3.549126625061035
log-sigma-4-0-mm-3D	firstorder	MeanAbsoluteDeviation	22.569323307319728	2.307335228919983	5.4494189994812015
log-sigma-4-0-mm-3D	firstorder	Mean	-67.68109453797136	2.3746399521827697	-7.712421398162842
log-sigma-4-0-mm-3D	firstorder	Median	-68.68737030029297	2.821801543235779	-7.152744770050049
log-sigma-4-0-mm-3D	firstorder	Minimum	-133.03607177734375	-2.8046257495880127	-25.168846130371094
log-sigma-4-0-mm-3D	firstorder	Range	177.73793411254883	9.434483766555786	28.71797275543213
log-sigma-4-0-mm-3D	firstorder	RobustMeanAbsoluteDeviation	16.12703240838401	1.6790653616189957	3.912700152397156
log-sigma-4-0-mm-3D	firstorder	RootMeanSquared	233.99918718945048	302.3873804978038	292.3635031587919
log-sigma-4-0-mm-3D	firstorder	Skewness	0.24807831483096568	-0.25030941034272525	-0.4176540266787466
log-sigma-4-0-mm-3D	firstorder	TotalEnergy	446039277.3049651	914381.2788432359	4273820.898964046
log-sigma-4-0-mm-3D	firstorder	Uniformity	0.24079382595884383	0.58	0.7847999999999999
log-sigma-4-0-mm-3D	firstorder	Variance	783.5457702484864	7.704998111436279	44.38937435578071
log-sigma-4-0-mm-3D	glcm	Autocorrelation	14.302849487959328	3.015151515151515	4.300026447914679
log-sigma-4-0-mm-3D	glcm	JointAverage	3.6521695175315076	1.7303030303030302	2.070528736912559
log-sigma-4-0-mm-3D	glcm	ClusterProminence	51.55851247621448	0.2356309764309764	0.30910772994843955
log-sigma-4-0-mm-3D	glcm	ClusterShade	1.4619144557384376	-0.04600673400673398	0.16314920749323628
log-sigma-4-0-mm-3D	glcm	ClusterTendency	4.291842366671204	0.2298989898989899	0.18581535893464302
log-sigma-4-0-mm-3D	glcm	Contrast	0.43706899889102413	0.3515151515151515	0.13518599596859232
log-sigma-4-0-mm-3D	glcm	Correlation	0.8140300587847416	0.24155844155844167	0.2032380607244553
log-sigma-4-0-mm-3D	glcm	DifferenceAverage	0.39741599111980364	0.3515151515151515	0.13518599596859232
log-sigma-4-0-mm-3D	glcm	DifferenceEntropy	1.0479721420889274	0.2325927057269397	0.5186640351566087
log-sigma-4-0-mm-3D	glcm	DifferenceVariance	0.27343108679390693	0.05494949494949495	0.10930223869453407
log-sigma-4-0-mm-3D	glcm	JointEnergy	0.1242410558007959	0.6543434343434343	0.7337372839740227
log-sigma-4-0-mm-3D	glcm	JointEntropy	3.477435906996789	0.7946250541724521	0.809671800531511
