Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_14_segment_1_LtTemporal_1	1: RTSTRUCT: ANON_14_segment_2_RtCerebellar_1	1: RTSTRUCT: ANON_14_segment_3_LtOccipital_1
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4	1.23.4	1.23.4
wavelet-HLH	glcm	InverseVariance	0.48887493755764555	0.6212121212121212	0.4661988873617184
wavelet-HLH	glcm	MaximumProbability	0.25630473082952354	0.5696969696969696	0.36768473923056744
wavelet-HLH	glcm	SumEntropy	1.7169306890034817	0.3461402056876039	1.4351689341484442
wavelet-HLH	glcm	SumSquares	0.3163505768625084	0.1929040404040404	0.23859268368757577
wavelet-HLH	glrlm	GrayLevelNonUniformity	2029.2464352402824	4.751515151515152	18.644271259178026
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.44902254177244366	0.5290067340067339	0.5018331406026182
wavelet-HLH	glrlm	GrayLevelVariance	0.3714217317058805	0.235496632996633	0.2490834296986909
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	12.764167470738972	2.8227272727272728	2.5560706444393557
wavelet-HLH	glrlm	LongRunEmphasis	4.943683363983959	1.4984848484848485	2.2750422908670678
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	61.887794871410634	4.193939393939394	6.448249511775023
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.4338594963660765	0.8246212121212121	1.2317404856400793
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.08894824737893597	0.5443181818181818	0.6109823388901612
wavelet-HLH	glrlm	RunEntropy	3.0562891420891494	1.1807995734563108	1.9756337991056452
wavelet-HLH	glrlm	RunLengthNonUniformity	1796.4432272636263	7.826262626262627	22.109943218408795
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.39187438476256087	0.8431705948372616	0.5819462801047701
wavelet-HLH	glrlm	RunPercentage	0.5546846965948365	0.9	0.7430769230769231
wavelet-HLH	glrlm	RunVariance	1.5138764506815816	0.08932379349046016	0.37055422054364967
wavelet-HLH	glrlm	ShortRunEmphasis	0.6265117284444638	0.895580808080808	0.7727695597088542
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	8.08740798928505	2.560732323232323	1.8844944419456604
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.056343722315264674	0.47929292929292927	0.4948383391496526
wavelet-HLH	glszm	GrayLevelNonUniformity	39.654545454545456	1.6666666666666667	1.6666666666666667
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.36049586776859505	0.5555555555555556	0.5555555555555556
wavelet-HLH	glszm	GrayLevelVariance	2.4235537190082646	0.2222222222222222	0.2222222222222222
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	14.045454545454545	3.0	2.0
wavelet-HLH	glszm	LargeAreaEmphasis	280252.94545454544	12.0	366.0
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	3480865.090909091	32.0	1150.0
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	24484.127161616165	7.0	170.0
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.15639898989898993	0.5	0.75
wavelet-HLH	glszm	SizeZoneNonUniformity	37.27272727272727	1.6666666666666667	1.0
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.33884297520661155	0.5555555555555556	0.3333333333333333
wavelet-HLH	glszm	SmallAreaEmphasis	0.5930214150832437	0.125	0.014911905938846127
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	8.092622904509629	0.4375	0.01618741614292776
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.09536255138294122	0.046875	0.014593028387825717
wavelet-HLH	glszm	ZoneEntropy	3.6222467508343708	1.5849625007211552	1.5849625007211552
wavelet-HLH	glszm	ZonePercentage	0.013503560029462312	0.3	0.06
wavelet-HLH	glszm	ZoneVariance	274768.8697520661	0.8888888888888888	88.22222222222221
wavelet-HLH	gldm	DependenceEntropy	4.833876328511556	2.321928094887361	4.02314494098157
wavelet-HLH	gldm	DependenceNonUniformity	740.9928799410753	3.6	6.32
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.09096401668807702	0.36	0.1264
wavelet-HLH	gldm	DependenceVariance	12.640889755094978	0.56	11.9376
wavelet-HLH	gldm	GrayLevelNonUniformity	3813.387183893936	5.2	25.36
wavelet-HLH	gldm	GrayLevelVariance	0.324320591869629	0.24	0.2464
wavelet-HLH	gldm	HighGrayLevelEmphasis	12.633685244291676	2.8	2.68
wavelet-HLH	gldm	LargeDependenceEmphasis	170.85195187822245	10.8	70.92
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	2120.8143874294133	28.2	232.08
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	14.965833947131518	6.45	30.63
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.0882593365523638	0.55	0.58
wavelet-HLH	gldm	SmallDependenceEmphasis	0.018590138142817333	0.11944444444444444	0.03302150832400885
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.251968880590999	0.3736111111111111	0.06617220445412215
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.002312240030241697	0.05590277777777778	0.024733834291480523
wavelet-HLH	ngtdm	Busyness	65.74643192326313	1.90952380952381	8.227247260519889
wavelet-HLH	ngtdm	Coarseness	0.0005438515488436699	0.32730673316708225	0.08937304232674717
wavelet-HLH	ngtdm	Complexity	8.373021316974452	0.6110476190476192	0.447562250972282
wavelet-HLH	ngtdm	Contrast	0.011044945534945949	0.14125714285714286	0.11083259298774845
wavelet-HLH	ngtdm	Strength	0.009346380646228804	0.3398058252427184	0.08892690980431626
wavelet-HHL	firstorder	10Percentile	-18.587021431675385	-13.186582530108382	-13.989288889936352
wavelet-HHL	firstorder	90Percentile	18.43071063030925	15.884061619397121	10.057061134451352
wavelet-HHL	firstorder	Energy	735679707.7702479	909279.1700983689	4498063.999413806
wavelet-HHL	firstorder	Entropy	1.5370597916095363	0.9999999999999993	1.2010895951011353
wavelet-HHL	firstorder	InterquartileRange	16.462102904841828	21.333279779935985	15.510408281281496
wavelet-HHL	firstorder	Kurtosis	4.974160187089559	1.7236145737008568	3.3722105473971915
wavelet-HHL	firstorder	Maximum	80.239413380015	18.589635433110416	30.412900799244536
wavelet-HHL	firstorder	MeanAbsoluteDeviation	11.366375093068573	10.947053625722756	8.299228276841877
wavelet-HHL	firstorder	Mean	0.11284610124388678	1.2817069336925575	-0.24468868933353022
wavelet-HHL	firstorder	Median	0.08844519066454248	-0.20751100144351586	0.7752246607774677
wavelet-HHL	firstorder	Minimum	-103.73808338038486	-20.08981586705436	-19.125311297617834
wavelet-HHL	firstorder	Range	183.97749676039984	38.67945130016477	49.53821209686237
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	7.0279286886829215	8.975872941549381	6.092825084501548
wavelet-HHL	firstorder	RootMeanSquared	300.51917343661415	301.542562517859	299.9354597047107
wavelet-HHL	firstorder	Skewness	-0.026678185780002462	-0.13125333000065992	0.3698727547723374
wavelet-HHL	firstorder	TotalEnergy	735679707.7702479	909279.1700983689	4498063.999413806
wavelet-HHL	firstorder	Uniformity	0.40296662993421856	0.5	0.4632
wavelet-HHL	firstorder	Variance	244.0532080368711	157.25007695747968	108.03332932156898
wavelet-HHL	glcm	Autocorrelation	30.316952385422898	2.472727272727272	2.7047589593439847
wavelet-HHL	glcm	JointAverage	5.504903007754336	1.5719696969696968	1.6424221761676132
wavelet-HHL	glcm	ClusterProminence	4.273022274956109	0.324124053030303	1.2901075809886935
wavelet-HHL	glcm	ClusterShade	0.059200473167476945	-0.02830387205387196	0.19474546966406056
wavelet-HHL	glcm	ClusterTendency	1.0113408009010019	0.33371212121212124	0.6810385760313278
wavelet-HHL	glcm	Contrast	0.959557540845326	0.4863636363636363	0.6638824440650294
wavelet-HHL	glcm	Correlation	0.025518284455681658	-0.06969696969696955	0.009772140208676795
wavelet-HHL	glcm	DifferenceAverage	0.6882943863462505	0.4863636363636363	0.6091608629166494
wavelet-HHL	glcm	DifferenceEntropy	1.4062020271426783	0.41989276245661594	0.9944148809284739
wavelet-HHL	glcm	DifferenceVariance	0.4733955537635992	0.10199494949494949	0.26876866276321143
wavelet-HHL	glcm	JointEnergy	0.1727768576708167	0.48796717171717163	0.24278539309314986
wavelet-HHL	glcm	JointEntropy	2.998437286508052	1.1796216451471027	2.282144962236215
wavelet-HHL	glcm	Imc1	-0.03384188115070177	-0.517733477928546	-0.14559042457570623
wavelet-HHL	glcm	Imc2	0.26461934403899195	0.6176863203002698	0.5195436784150436
wavelet-HHL	glcm	Idm	0.6824525981858215	0.7568181818181817	0.7008917266565133
wavelet-HHL	glcm	Idmn	0.9886592269523086	0.9027272727272727	0.9361373670311146
wavelet-HHL	glcm	Id	0.6953094899057904	0.7568181818181817	0.7045398320664054
wavelet-HHL	glcm	Idn	0.9335227836577247	0.8378787878787878	0.8504458633282568
wavelet-HHL	glcm	InverseVariance	0.501601522091607	0.4863636363636363	0.5612794794118168
wavelet-HHL	glcm	MaximumProbability	0.22511364101439663	0.5424242424242425	0.32920570200048355
wavelet-HHL	glcm	SumEntropy	2.018835121688512	0.6932580087834666	1.600918001446059
wavelet-HHL	glcm	SumSquares	0.49272458543658204	0.20501893939393942	0.3362302550240893
wavelet-HHL	glrlm	GrayLevelNonUniformity	1834.3908248285506	4.3690476190476195	18.077825320962173
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.365488175164877	0.5063796983439841	0.45607513387064696
wavelet-HHL	glrlm	GrayLevelVariance	0.621194066977903	0.24681015082800795	0.34239098432379633
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	30.9058371945758	2.4507575757575757	2.80256990345052
wavelet-HHL	glrlm	LongRunEmphasis	3.972250686775777	1.5551948051948052	2.168409614810968
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	121.98550131560518	3.947510822510823	6.225434453951866
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.1364997924700893	0.9571158008658007	1.2191179833968095
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.03552964196549839	0.6373106060606061	0.6036383418246757
wavelet-HHL	glrlm	RunEntropy	3.1923039671803255	1.423729592857095	2.0066014123615212
wavelet-HHL	glrlm	RunLengthNonUniformity	2304.6861382734273	6.735930735930736	27.466783511259493
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.45290806760165814	0.7585119906548479	0.6746218812491341
wavelet-HHL	glrlm	RunPercentage	0.6156584638047934	0.8636363636363636	0.7923076923076924
wavelet-HHL	glrlm	RunVariance	1.1837529900861294	0.14857331821617537	0.4055355246194201
wavelet-HHL	glrlm	ShortRunEmphasis	0.6908179280488221	0.8756313131313131	0.8348452408547857
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	21.40694836478284	2.090999278499279	2.3310767947064948
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.024997405599095336	0.5717893217893218	0.512397229908224
wavelet-HHL	glszm	GrayLevelNonUniformity	87.29387755102042	1.0	1.5
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.3563015410245731	0.5	0.375
wavelet-HHL	glszm	GrayLevelVariance	2.933877551020408	0.25	0.5
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	31.175510204081633	2.5	4.5
wavelet-HHL	glszm	LargeAreaEmphasis	107766.05714285714	25.0	277.5
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	3291341.326530612	62.5	718.25
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	3647.7810513179957	15.625	168.42361111111111
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.05222945364842838	0.625	0.4027777777777778
wavelet-HHL	glszm	SizeZoneNonUniformity	72.16734693877551	2.0	1.0
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.2945605997501041	1.0	0.25
wavelet-HHL	glszm	SmallAreaEmphasis	0.559062191551373	0.04	0.3134066175698383
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	17.687541199158034	0.1	1.5647087009031715
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.03202520898520671	0.025	0.07002554118094939
wavelet-HHL	glszm	ZoneEntropy	4.128354055826778	0.9999999999999993	1.9999999999999987
wavelet-HHL	glszm	ZonePercentage	0.030076110974711516	0.2	0.08
wavelet-HHL	glszm	ZoneVariance	106660.56249895878	0.0	121.25
wavelet-HHL	gldm	DependenceEntropy	5.157904842338009	1.8464393446710143	4.250881379939826
wavelet-HHL	gldm	DependenceNonUniformity	609.6400687453965	3.6	5.12
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.07483919331517266	0.36	0.1024
wavelet-HHL	gldm	DependenceVariance	16.31175878180485	0.8	9.32
wavelet-HHL	gldm	GrayLevelNonUniformity	3282.5661674441444	5.0	23.16
wavelet-HHL	gldm	GrayLevelVariance	0.501377014706261	0.25	0.3236
wavelet-HHL	gldm	HighGrayLevelEmphasis	30.816228823962682	2.5	2.82
wavelet-HHL	gldm	LargeDependenceEmphasis	137.1551681807022	16.8	50.28
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	4197.718021114658	48.9	152.3
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	4.65106106983786	8.775	24.95277777777778
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.03492910095515595	0.625	0.5894444444444444
wavelet-HHL	gldm	SmallDependenceEmphasis	0.0344330352061773	0.07294444444444445	0.07240147580185875
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	1.0837274214542099	0.14644444444444443	0.24790091790293672
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0016376376124817471	0.05456944444444445	0.03963772638770038
wavelet-HHL	ngtdm	Busyness	22.742312112156633	2.0980158730158727	3.270997513740442
wavelet-HHL	ngtdm	Coarseness	0.0006004609667424563	0.47664081709854367	0.08685145980623085
wavelet-HHL	ngtdm	Complexity	23.005747263872927	0.41960317460317453	1.9180081661048753
wavelet-HHL	ngtdm	Contrast	0.008418735247404871	0.10490079365079363	0.05699722245171409
wavelet-HHL	ngtdm	Strength	0.0271380991938382	0.47664081709854367	0.26494858317221714
wavelet-HHH	firstorder	10Percentile	-7.623071695465216	-3.2951378931517876	-6.39147651078839
wavelet-HHH	firstorder	90Percentile	7.59696868375017	5.30385132876332	5.68112072893435
wavelet-HHH	firstorder	Energy	733519192.9490077	903281.0946724967	4495510.412295747
wavelet-HHH	firstorder	Entropy	1.043778187649107	0.9999999999999993	0.9999999999999993
wavelet-HHH	firstorder	InterquartileRange	6.979698517757644	4.811365067591868	5.942363077719912
wavelet-HHH	firstorder	Kurtosis	5.786789489550097	2.8131832629027063	2.6404645693787017
wavelet-HHH	firstorder	Maximum	40.62867174802212	7.518894711012312	10.21737575500808
wavelet-HHH	firstorder	MeanAbsoluteDeviation	4.814409487891476	3.500466958755252	3.7932355355339973
wavelet-HHH	firstorder	Mean	0.003803762115480827	0.5155210176541962	-0.18586079477778508
wavelet-HHH	firstorder	Median	-0.014385451114693089	0.2581547436622169	-0.02066352501581653
wavelet-HHH	firstorder	Minimum	-39.00071354817496	-8.480466455405644	-11.357348457424083
wavelet-HHH	firstorder	Range	79.62938529619709	15.999361166417955	21.574724212432162
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	2.9879871520374683	2.3756635526418215	2.736144964473649
wavelet-HHH	firstorder	RootMeanSquared	300.0775726185371	300.546351611943	299.85030973123065
wavelet-HHH	firstorder	Skewness	0.0008516376389808185	-0.37291756625057604	-0.18489221027475142
wavelet-HHH	firstorder	TotalEnergy	733519192.9490077	903281.0946724967	4495510.412295747
wavelet-HHH	firstorder	Uniformity	0.4952392890634696	0.5	0.5
wavelet-HHH	firstorder	Variance	44.267316895508735	18.53109473749114	21.690178546545198
wavelet-HHH	glcm	Autocorrelation	6.2337961611580015	2.2454545454545456	2.3131534984493367
wavelet-HHH	glcm	JointAverage	2.497521524777743	1.5227272727272727	1.5194668647906235
wavelet-HHH	glcm	ClusterProminence	0.5732365993379016	0.06687710437710438	0.5060260946614564
wavelet-HHH	glcm	ClusterShade	0.00219004175894064	1.1354553660939102e-17	-0.01836885974819993
wavelet-HHH	glcm	ClusterTendency	0.5111775336991016	0.14494949494949497	0.5031221832924784
wavelet-HHH	glcm	Contrast	0.5264515094272596	0.6454545454545454	0.49049419184506954
wavelet-HHH	glcm	Correlation	-0.014754863619184362	-0.44545454545454494	0.013607608613605259
wavelet-HHH	glcm	DifferenceAverage	0.5168075202288078	0.6454545454545454	0.49049419184506954
wavelet-HHH	glcm	DifferenceEntropy	1.0318715449843237	0.5279583875057857	0.9074041262358464
wavelet-HHH	glcm	DifferenceVariance	0.2572394324432246	0.1304040404040404	0.21970532460254705
wavelet-HHH	glcm	JointEnergy	0.2475370676839858	0.47439393939393937	0.283486487828679
wavelet-HHH	glcm	JointEntropy	2.078676361078314	1.209776569323967	1.8985749989118572
wavelet-HHH	glcm	Imc1	-0.007283801370606987	-0.43915881390870426	-0.09268255779206165
wavelet-HHH	glcm	Imc2	0.08658501525485272	0.5716764008078115	0.3344159101445076
wavelet-HHH	glcm	Idm	0.7425606388054413	0.6772727272727272	0.7547529040774653
wavelet-HHH	glcm	Idmn	0.9692102244953671	0.870909090909091	0.9019011616309862
wavelet-HHH	glcm	Id	0.743172985981411	0.6772727272727272	0.7547529040774653
wavelet-HHH	glcm	Idn	0.8969564667823093	0.7848484848484848	0.8365019360516436
wavelet-HHH	glcm	InverseVariance	0.508657892143177	0.6454545454545454	0.49049419184506954
wavelet-HHH	glcm	MaximumProbability	0.2635673071184714	0.5272727272727272	0.3428704870241867
wavelet-HHH	glcm	SumEntropy	1.5288455646959667	0.564322023869422	1.4080808070667883
wavelet-HHH	glcm	SumSquares	0.25940726078159027	0.1976010101010101	0.24840409378438696
wavelet-HHH	glrlm	GrayLevelNonUniformity	2241.001969023674	4.583333333333334	19.15416175692548
wavelet-HHH	glrlm	GrayLevelNonUniformityNormalized	0.49168190067350087	0.510206228956229	0.5010700507337346
wavelet-HHH	glrlm	GrayLevelVariance	0.2667876247463299	0.2448968855218855	0.24946497463313272
wavelet-HHH	glrlm	HighGrayLevelRunEmphasis	6.520347962680931	2.481060606060606	2.4677924758420113
wavelet-HHH	glrlm	LongRunEmphasis	4.63887511818818	1.3863636363636365	2.048344116889764
wavelet-HHH	glrlm	LongRunHighGrayLevelEmphasis	30.04376625644415	3.4696969696969693	5.181335549052455
wavelet-HHH	glrlm	LongRunLowGrayLevelEmphasis	0.844325235036419	0.8655303030303029	1.2650962588490904
wavelet-HHH	glrlm	LowGrayLevelRunEmphasis	0.18347223137546775	0.6297348484848485	0.6330518810394972
wavelet-HHH	glrlm	RunEntropy	2.7972992989734697	1.2511450265459543	1.9119184106968785
wavelet-HHH	glrlm	RunLengthNonUniformity	1804.7099343325472	7.537878787878788	23.333669656209867
wavelet-HHH	glrlm	RunLengthNonUniformityNormalized	0.3945681920207275	0.8239688552188553	0.5993392326154738
wavelet-HHH	glrlm	RunPercentage	0.5594912085214074	0.9000000000000002	0.7646153846153846
wavelet-HHH	glrlm	RunVariance	1.4018826728534322	0.11784511784511785	0.2772622895850376
wavelet-HHH	glrlm	ShortRunEmphasis	0.6281865860858022	0.9160353535353534	0.7823810183154113
wavelet-HHH	glrlm	ShortRunHighGrayLevelEmphasis	4.106056158055022	2.246527777777778	1.898385553335181
wavelet-HHH	glrlm	ShortRunLowGrayLevelEmphasis	0.11623059487761742	0.5834122474747475	0.503379884560469
wavelet-HHH	glszm	GrayLevelNonUniformity	13.774193548387096	1.6666666666666667	1.0
wavelet-HHH	glszm	GrayLevelNonUniformityNormalized	0.44432882414151925	0.5555555555555556	0.5
wavelet-HHH	glszm	GrayLevelVariance	2.0998959417273673	0.2222222222222222	0.25
wavelet-HHH	glszm	HighGrayLevelZoneEmphasis	7.645161290322581	2.0	2.5
wavelet-HHH	glszm	LargeAreaEmphasis	1060066.5161290322	14.0	625.0
wavelet-HHH	glszm	LargeAreaHighGrayLevelEmphasis	6875403.0322580645	39.0	1562.5
wavelet-HHH	glszm	LargeAreaLowGrayLevelEmphasis	191819.22737455196	7.75	390.625
wavelet-HHH	glszm	LowGrayLevelZoneEmphasis	0.5539874551971326	0.75	0.625
wavelet-HHH	glszm	SizeZoneNonUniformity	17.70967741935484	1.0	2.0
wavelet-HHH	glszm	SizeZoneNonUniformityNormalized	0.5712799167533819	0.3333333333333333	1.0
wavelet-HHH	glszm	SmallAreaEmphasis	0.7790681042850388	0.3675	0.0016
wavelet-HHH	glszm	SmallAreaHighGrayLevelEmphasis	5.879068125937127	0.4075	0.004
wavelet-HHH	glszm	SmallAreaLowGrayLevelEmphasis	0.46031810106584803	0.3575	0.001
wavelet-HHH	glszm	ZoneEntropy	2.2017770431382333	1.5849625007211552	0.9999999999999993
wavelet-HHH	glszm	ZonePercentage	0.003805548735575743	0.3	0.04
wavelet-HHH	glszm	ZoneVariance	991016.239334027	2.888888888888889	0.0
wavelet-HHH	gldm	DependenceEntropy	4.3536974854917325	2.7219280948873603	4.065979129983097
wavelet-HHH	gldm	DependenceNonUniformity	988.2126196906457	2.8	5.6
wavelet-HHH	gldm	DependenceNonUniformityNormalized	0.12131262210786223	0.28	0.112
wavelet-HHH	gldm	DependenceVariance	7.278502343283445	1.1600000000000001	8.0656
wavelet-HHH	gldm	GrayLevelNonUniformity	4034.2192487110237	5.0	25.0
wavelet-HHH	gldm	GrayLevelVariance	0.2595727048393579	0.25	0.25
wavelet-HHH	gldm	HighGrayLevelEmphasis	6.501595875276209	2.5	2.5
wavelet-HHH	gldm	LargeDependenceEmphasis	162.36140437024306	11.4	58.76
wavelet-HHH	gldm	LargeDependenceHighGrayLevelEmphasis	1049.6373680333907	30.3	158.9
wavelet-HHH	gldm	LargeDependenceLowGrayLevelEmphasis	29.479020889598168	6.675	33.725
wavelet-HHH	gldm	LowGrayLevelEmphasis	0.18248816733502468	0.625	0.625
wavelet-HHH	gldm	SmallDependenceEmphasis	0.01115464992033377	0.19219444444444445	0.03221550963913185
wavelet-HHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.07646244624137423	0.3646111111111111	0.0761070188167674
wavelet-HHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.003309986087859315	0.14909027777777778	0.02124263234472296
wavelet-HHH	ngtdm	Busyness	188.01595421469636	3.024206349206349	12.660621391852043
wavelet-HHH	ngtdm	Coarseness	0.0004882145323298938	0.3306652670253248	0.07898506471756331
wavelet-HHH	ngtdm	Complexity	3.5442499570022643	0.6048412698412698	0.5064248556740817
wavelet-HHH	ngtdm	Contrast	0.02217078801519196	0.15121031746031746	0.12660621391852042
wavelet-HHH	ngtdm	Strength	0.0028928571678501947	0.3306652670253248	0.07898506471756331
wavelet-LLL	firstorder	10Percentile	632.6086544043418	475.85676268469695	440.88989343443524
wavelet-LLL	firstorder	90Percentile	852.2823057532416	616.0826342233102	711.652535187034
wavelet-LLL	firstorder	Energy	9371505312.568167	7296225.640209361	39060717.77056839
wavelet-LLL	firstorder	Entropy	3.5710189800030143	2.4464393446710138	3.8435908204078224
wavelet-LLL	firstorder	InterquartileRange	108.50341285540162	120.26760821403099	136.82351631053382
wavelet-LLL	firstorder	Kurtosis	9.06914111360026	1.251458383837938	3.0747680439595615
wavelet-LLL	firstorder	Maximum	927.3528099374893	631.3226014209989	775.6933712769185
wavelet-LLL	firstorder	MeanAbsoluteDeviation	74.21005649872082	59.15762948682298	87.84881564897023
wavelet-LLL	firstorder	Mean	767.8170082987299	551.9636893678137	576.9630132076074
wavelet-LLL	firstorder	Median	800.0980532076239	552.544501274482	593.1295434303747
wavelet-LLL	firstorder	Minimum	-36.74617119565447	471.5729507485794	296.2209664085432
wavelet-LLL	firstorder	Range	964.0989811331438	159.74965067241953	479.4724048683753
wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	47.15931168322878	53.97833052447628	59.675268324694386
wavelet-LLL	firstorder	RootMeanSquared	1072.586866813505	854.1794682740484	883.86331262892
wavelet-LLL	firstorder	Skewness	-2.019057521930173	-0.05093321848282153	-0.6692737985365064
wavelet-LLL	firstorder	TotalEnergy	9371505312.568167	7296225.640209361	39060717.77056839
wavelet-LLL	firstorder	Uniformity	0.11651535152506771	0.20000000000000004	0.07839999999999998
wavelet-LLL	firstorder	Variance	10209.42364876134	3780.4360197196847	12150.22887720175
wavelet-LLL	glcm	Autocorrelation	1146.1093510495598	27.91666666666667	204.7147977140585
wavelet-LLL	glcm	JointAverage	33.75635912065215	5.43560606060606	14.081614435069305
wavelet-LLL	glcm	ClusterProminence	14427.270019822734	106.31452809343438	8750.654017739116
wavelet-LLL	glcm	ClusterShade	-462.39266772868774	-3.208606902356902	-305.35299280112457
wavelet-LLL	glcm	ClusterTendency	37.11968822306984	5.748863636363637	43.74881911421415
wavelet-LLL	glcm	Contrast	10.680241246822394	14.095454545454544	18.920579627158087
wavelet-LLL	glcm	Correlation	0.5450758750530591	-0.48953607910821045	0.3683317929253211
wavelet-LLL	glcm	DifferenceAverage	2.115914649292513	3.1287878787878785	3.636904449279725
wavelet-LLL	glcm	DifferenceEntropy	2.747843567083929	0.9645589936712867	2.745993840980846
wavelet-LLL	glcm	DifferenceVariance	6.129360297568013	3.3902777777777775	5.134664205847198
wavelet-LLL	glcm	JointEnergy	0.027714843064133375	0.2852146464646465	0.028307274840311123
wavelet-LLL	glcm	JointEntropy	6.381489295180824	1.9963771754894681	5.23487108218068
wavelet-LLL	glcm	Imc1	-0.10570739314367834	-0.7929365585418434	-0.5631901503917228
wavelet-LLL	glcm	Imc2	0.692933467958576	0.9466558267061305	0.9911210154106299
wavelet-LLL	glcm	Idm	0.44171025692632604	0.2670721091309327	0.20195194086357138
wavelet-LLL	glcm	Idmn	0.9936337107599036	0.8423000131619335	0.9607907201761485
wavelet-LLL	glcm	Id	0.4996391981416709	0.3534397546897547	0.3042902146033505
wavelet-LLL	glcm	Idn	0.9527258867752157	0.7454066135884317	0.8601437436066738
wavelet-LLL	glcm	InverseVariance	0.3809418116398072	0.29217678485535625	0.21981111630787217
wavelet-LLL	glcm	MaximumProbability	0.10060475367144434	0.3212121212121212	0.04528930328209827
wavelet-LLL	glcm	SumEntropy	4.217090959252166	1.0524377815500747	3.722188404137038
wavelet-LLL	glcm	SumSquares	11.949982367473059	4.961079545454545	15.667349685343062
wavelet-LLL	glrlm	GrayLevelNonUniformity	629.4881878113204	1.898989898989899	3.8068061798119945
wavelet-LLL	glrlm	GrayLevelNonUniformityNormalized	0.0977214195569026	0.19685746352413022	0.07855134312694625
wavelet-LLL	glrlm	GrayLevelVariance	18.328828947602315	6.269450056116724	19.463180036815395
wavelet-LLL	glrlm	HighGrayLevelRunEmphasis	1087.6423772873682	26.93131313131313	177.3494284525879
wavelet-LLL	glrlm	LongRunEmphasis	2.13164307950779	1.1212121212121213	1.0974200076387208
wavelet-LLL	glrlm	LongRunHighGrayLevelEmphasis	2502.586949489859	31.658585858585855	196.76580125482198
wavelet-LLL	glrlm	LongRunLowGrayLevelEmphasis	0.0023106461325646077	0.19354768633042438	0.03596414652073701
wavelet-LLL	glrlm	LowGrayLevelRunEmphasis	0.0013520679492016166	0.18832539539384777	0.03530256820090478
wavelet-LLL	glrlm	RunEntropy	4.5688947613231825	2.5200817299397325	3.9224337778462304
wavelet-LLL	glrlm	RunLengthNonUniformity	4474.21448699674	8.989898989898991	45.555025895649656
